Alert_ID,lat,lng,diseases,place_name,country,date,cases,link,Type,summary
8726407,39.97,-97.56,Measles,"Kansas City, Missouri, United States",United States,8/6/2025,1356,https://www.cdc.gov/measles/data-research/index.html,,"In 2025, a significant number of measles cases have been confirmed across multiple jurisdictions, with a majority linked to outbreaks. The cases span various age groups, with a large percentage of individuals either unvaccinated or with unknown vaccination status. A portion of the cases have resulted in hospitalization, and there have been reported deaths. "
8726330,34.5,72,Polio,"Khyber Pakhtunkhwa, Pakistan",Pakistan,8/6/2025,12,https://www.geo.tv/latest/617498-pakistans-polio-cases-rise-to-19-as-infant-infected-in-lakki-marwat,,"In 2025, a new case of polio has been confirmed in Pakistan, raising concerns about the ongoing threat to children. Health officials emphasize the importance of repeated vaccinations to protect against the highly infectious disease, which can cause paralysis. Despite improvements in vaccination campaigns, challenges persist in certain areas, hindering immunization efforts. The government is planning additional campaigns to address these issues. A meeting was held to finalize strategies, and a new vaccination campaign is scheduled to begin, focusing on high-risk areas. Parents and communities are urged to support vaccination efforts to protect children. "
8726447,15.75,32.5,Measles,"Khartoum, Khartoum, Sudan",Sudan,8/6/2025,0,https://tinyurl.com/bdz758ye,,"Following measles vaccinations in Sudan, three children in Khartoum state died. The Ministry of Health has launched an investigation into the incident, with the possibility of human error being considered. "
8726408,55.43,-101.87,Measles,Canada,Canada,8/5/2025,4394,https://health-infobase.canada.ca/measles-rubella/,,"This report provides a weekly summary of measles and rubella cases in Canada. It includes key points about the current situation, including the number of new cases reported in the most recent week and the total number of cases reported in 2025. The report also provides a breakdown of cases by province and territory. Individuals traveling outside of Canada are encouraged to consult travel health notices for information on outbreaks in other countries. "
8726362,13.57,44.03,Measles,"Taiz, Taʿizz, Yemen",Yemen,8/5/2025,1432,https://almushahid.net/132006/,,Measles cases have been reported in Taiz governorate. Health officials attribute the current outbreak to parents refusing vaccinations and the arrival of unvaccinated internally displaced people. The health bureau is conducting awareness campaigns to encourage vaccination and protect children from the virus.
8726368,27.5,80.92,Hepatitis B,"Sītāpur, Uttar Pradesh, India",India,8/5/2025,95,https://indianexpress.com/article/cities/lucknow/up-village-records-rising-cases-of-hepatitis-b-c-unsafe-shaving-haircut-10171134/,,"An outbreak of hepatitis B and C has been detected in a village. Health officials suspect the infections are spreading through unsafe shaving and hair-cutting practices, specifically the use of non-sterile blades and equipment by visiting barbers. The village is taking measures to encourage residents to use their own tools for shaving and haircuts. Medical authorities are conducting widespread screening and testing to identify and prevent further spread of the infection. Further investigation and testing are underway, including detailed case histories and viral load testing. The health department is also planning to test residents in neighboring villages and those working outside the district to prevent further spread. "
8726319,48.67,21.33,Hepatitis A,"Kosice, Košický, Slovakia",Slovakia,8/4/2025,52,https://lnginnorthernbc.ca/2025/08/04/in-the-slovak-town-hygienists-recorded-an-focus-of-infectious-disease-strict-measures/,,"In a Slovakian town, health officials identified a new outbreak of viral hepatitis type A. The outbreak prompted several measures, including medical supervision, immunization for close contacts, and distribution of information and recommendations to prevent the spread of the disease. Authorities also sought cooperation from other agencies to ensure hygiene standards. This is not the first outbreak in the region. "
8726287,45.84,24.97,Measles,"Bucharest, Bucuresti, Romania",Romania,8/4/2025,0,https://www.france24.com/en/live-news/20250804-doctors-fight-vaccine-mistrust-as-romania-hit-by-measles-outbreak,,"In Romania, doctors are working to combat vaccine hesitancy and misinformation that has contributed to a measles outbreak. Despite efforts to educate the public, many parents are hesitant to vaccinate their children due to concerns about vaccine safety and the spread of anti-vaccine beliefs. Factors such as poverty, limited healthcare access, and the spread of misinformation have contributed to low vaccination rates. The government is working to address the issue and regain public trust. "
8726289,30.92,34.87,Measles,"Tel Aviv, Tel Aviv District, Israel",Israel,8/4/2025,0,https://stmegi.com/posts/128697/izrail-nachal-ekstrennuyu-vaktsinatsiyu-mladentsev-ot-kori,,"In response to a rise in measles cases, Israel has initiated an emergency vaccination program for infants aged six months to one year in specific cities. This decision was made due to the rapid spread of the disease and the vulnerability of young children who are not yet eligible for routine vaccination. The Ministry of Health has also issued guidelines to limit exposure and prevent further spread, including recommendations for avoiding public gatherings and isolating symptomatic individuals.  The CDC is reporting on measles outbreaks in the United States, noting an increase in outbreaks compared to the previous year. "
8726280,45,-88.22,Measles,"Oconto, Wisconsin, United States",United States,8/3/2025,0,https://www.jsonline.com/story/news/breaking/2025/08/02/9-measles-cases-reported-in-oconto-county-wisconsins-first-cases-of-2025/85492460007/,,"Measles cases have been confirmed in Oconto County, Wisconsin, representing the first cases of the year. The source of exposure for the cases was out-of-state travel. Health officials note that measles is highly contagious and that the risk to the community is low. The state has been at risk of an outbreak due to low vaccination rates, particularly among kindergarteners. Residents can check their vaccination status and get vaccinated if needed. "
8726315,39.27,-111.75,Whooping Cough,"Utah, United States",United States,8/1/2025,28,https://www.fox13now.com/news/local-news/southern-utah/whooping-cough-mysteriously-packing-a-wallop-in-southern-utah-in-big-numbers,,"Whooping cough cases are significantly elevated in southern Utah, with local health officials and pediatricians observing a concerning increase. The illness, a respiratory bacterial infection, is impacting children, leading to hospitalizations. Health officials emphasize the importance of vaccination and early treatment to mitigate the severity of the disease, especially as the school year begins."
8726208,4.57,28.4,Hepatitis B,"Yambio, Western Equatoria, South Sudan",South Sudan,8/1/2025,0,https://www.radiotamazuj.org/en/news/article/mass-screening-reveals-177-hepatitis-b-cases-in-yambio,,"Health officials in Western Equatoria State are concerned about the spread of hepatitis B following a mass screening initiative in Yambio. The Azande Kingdom's Health Department, in partnership with the state government and other organizations, is leading the effort to combat the disease. Public awareness campaigns and mobile screenings are planned to educate people about hepatitis B and encourage testing. The state also faces other health challenges, but officials are committed to improving health outcomes and ensuring services reach remote areas. Support has been pledged by partner organizations. Hepatitis B is a liver infection that can cause serious health problems, but it can be prevented with vaccines and managed with antiviral treatments. "
8726213,25.01,94,Measles,"Imphal, Manipur, India",India,8/1/2025,0,https://assamtribune.com/assam/measles-outbreak-in-manipur-11-test-positive-18-suspected-1586953,,An outbreak of measles has been identified in the Senapati district of Manipur. The outbreak has prompted health officials to emphasize the importance of vaccination and address vaccine hesitancy. Authorities are working to coordinate a response to control the spread of the disease.
8726293,13.44,144.74,Measles,"Hagåtña, Guam",Guam,7/31/2025,2,https://www.kuam.com/story/52965561/second-case-of-whooping-cough-confirmed-in-unvaccinated-infant-on-guam,,"In 2025, a second case of whooping cough has been confirmed in an unvaccinated infant on Guam. Public health officials are investigating the source of the infection and emphasizing the importance of vaccinations to prevent the spread of this contagious respiratory disease. "
8726182,-17.79,-63.18,Whooping Cough,"Santa Cruz, Santa Cruz, Bolivia",Bolivia,7/31/2025,0,https://laoctavabo.com/2025/07/30/santa-cruz-enfrenta-brote-de-coqueluche-con-162-casos-positivos-y-victimas-fatales/,,"Santa Cruz is experiencing a new outbreak of whooping cough. Health officials are urging parents to ensure their children receive the pentavalent vaccine, which protects against the disease. They also recommend limiting exposure of infants to people with respiratory infections and restricting family visits to newborns during their first three months."
8726236,39.97,-97.56,Measles,"Washington, District of Columbia, United States",United States,7/30/2025,1333,https://www.cdc.gov/measles/data-research/index.html,,"In 2025, multiple jurisdictions in the United States have reported confirmed measles cases. The majority of these cases are linked to outbreaks. The age groups most affected are under 5 years old, 5-19 years old, and 20+ years old. A significant percentage of cases involve individuals who are unvaccinated or whose vaccination status is unknown. Hospitalization rates vary across age groups, and there have been reported deaths. "
8726197,-23.62,-67.62,Whooping Cough,"Santa Cruz, Santa Cruz, Bolivia",Bolivia,7/30/2025,162,https://laoctavabo.com/2025/07/30/santa-cruz-enfrenta-brote-de-coqueluche-con-162-casos-positivos-y-victimas-fatales/,,Santa Cruz is experiencing an outbreak of whooping cough. Health officials are urging parents to ensure their children are vaccinated against the disease. They also recommend limiting exposure of newborns to people with respiratory infections and restricting family visits during the first three months of life.
8726189,-10.77,-53.09,Measles,"Brasilia, Distrito Federal, Brazil",Brazil,7/30/2025,20,https://g1.globo.com/to/tocantins/noticia/2025/07/30/tocantins-notifica-novos-casos-de-sarampo-em-moradores-de-palmas-e-porto-nacional.ghtml,,"The state of Tocantins has reported an increase in measles cases, with some confirmed and others under investigation. The cases are linked to individuals who have traveled to countries where the virus is circulating or who are unvaccinated. Investigations are underway in the cities of Palmas and Porto Nacional. Health officials are working to update vaccination records and will announce weekend vaccination programs. "
8726162,23.95,-102.53,Measles,"Mexico City, Mexico City, Mexico",Mexico,7/30/2025,0,https://www.proceso.com.mx/nacional/2025/7/29/suman-12-las-muertes-por-sarampion-unos-tres-mil-500-casos-en-mexico-355834.html,,"The Mexican Secretary of Health stated that the program to combat measles is under control, despite the number of deaths and cases reported this year. The outbreak is primarily contained in Chihuahua, with increased vaccination efforts and a decrease in case frequency. The government aims to eliminate measles cases by November and has reinforced epidemiological surveillance. Sufficient vaccines are available, with the goal of vaccinating over 95% of the population. "
8726190,54,60.5,Hepatitis A,"Chelyabinsk, Chelyabinsk Oblast, Russia",Russia,7/30/2025,0,https://www.tvc.ru/news/322298,,"A restaurant in Chelyabinsk is under investigation after several people who visited the establishment were diagnosed with hepatitis A. The restaurant's operations have been suspended, and health officials are conducting inspections, including testing staff and collecting samples. The restaurant is cooperating with the investigation. "
8726353,46.84,103.08,Measles,"Ulaanbaatar, Ulaanbaatar, Mongolia",Mongolia,7/29/2025,109,https://www.deshsewak.org/english/news/210078,,"In Mongolia, the number of deaths related to measles has increased. Health officials are urging parents to ensure their children receive two doses of the measles vaccine to protect them from the highly contagious viral disease. Measles spreads through respiratory droplets and direct contact, causing symptoms like fever, cough, and rash. Vaccination is the most effective way to prevent the illness and its spread. "
8726137,40.71,-74,Measles,"New York City, New York State, United States",United States,7/29/2025,0,https://collive.com/measles-case-confirmed-in-770-dormitory-in-crown-heights/,,"A case of measles has been confirmed in a dormitory in Crown Heights, leading to health guidance from the local health center. The health center is urging residents to ensure vaccinations and watch for symptoms, as the illness is highly contagious and can cause serious complications. Residents are advised to review vaccination records and contact their doctor with any concerns. "
8726147,28.67,77.21,Hepatitis A,"Delhi, Delhi, India",India,7/29/2025,0,https://www.newindianexpress.com/cities/delhi/2025/Jul/29/opds-full-with-hepatitis-a-e-cases-as-monsoon-picks-pace,,"Hospitals in Delhi-NCR are experiencing an increase in hepatitis A and E cases as the monsoon season begins. Doctors report a rise in patients seeking treatment for symptoms associated with these illnesses. The increase is attributed to poor sanitation, water contamination, and a lack of awareness regarding preventative measures like vaccination. Experts emphasize that these infections are preventable through safe water, proper food handling, and vaccination for at-risk groups. "
8726234,23.95,-102.53,Measles,"Mexico City, Mexico City, Mexico",Mexico,7/29/2025,0,https://www.proceso.com.mx/nacional/2025/7/29/suman-12-las-muertes-por-sarampion-unos-tres-mil-500-casos-en-mexico-355834.html,,"The Mexican Secretary of Health stated that the measles outbreak in the country is under control, primarily contained in the state of Chihuahua. Vaccination efforts have been increased, and the government aims to eliminate new cases by November. The official reported that the government has sufficient vaccine supplies and is working to vaccinate over 95% of the population. "
8726235,55.43,-101.87,Measles,Canada,Canada,7/28/2025,4206,https://health-infobase.canada.ca/measles-rubella/,,"This report provides a weekly update on measles and rubella in Canada. It highlights the current situation, including the number of new cases reported in the most recent week and the total cases reported in 2025. The report also includes a breakdown of cases by province and territory. Individuals traveling outside of Canada are advised to consult travel health notices for information on outbreaks in other countries. "
8726134,49.74,15.34,Hepatitis A,"Prague, Prague, Czech Republic",Czech Republic,7/28/2025,928,https://www.vax-before-travel.com/czechia-reports-over-900-hep-cases-2025-07-28,,"Czechia is experiencing a significant increase in hepatitis A cases, exceeding the total from the previous year. This rise has prompted health officials to emphasize preventative measures, especially for travelers. Experts recommend caution with food and water, and vaccination is advised for those traveling to high-risk areas, including Europe. "
8726099,11.5,8.5,Hepatitis B,"Kano, Kano State, Nigeria",Nigeria,7/28/2025,0,https://dailytrust.com/1-2m-people-suffering-from-hepatitis-in-kano-commissioner/,,"The Kano State government announced a public health initiative to combat hepatitis B. The program, which began in February 2025, focuses on eliminating mother-to-child transmission of the virus. It includes free screening and treatment for pregnant women, as well as vaccination for newborns. The state is also working to ensure blood safety and integrate hepatitis care into existing health services. The government is seeking support from partners to eliminate hepatitis as a public health threat. "
8726128,-16.71,-64.67,Measles,"La Paz, Bolivia, Bolivia",Bolivia,7/28/2025,0,https://correodelsur.com/seguridad/20250727/aprehendidas-dos-personas-por-reemplazar-vacunas-contra-el-sarampion-con-carne.html,,"Two individuals were arrested in Santa Cruz, Bolivia, for replacing vaccine doses with meat during transport. The incident was discovered when the cold chain was broken, and health workers found the substitution upon arrival. The Ministry of Health is treating the event as an attack on public health and coordinated with the Ministry of Government to apprehend the suspects. "
8726083,29.97,69.39,Diphtheria,"Islamabad, Islamabad Capital Territory, Pakistan",Pakistan,7/27/2025,0,https://www.thenews.com.pk/print/1331190-immunization-crisis-deepens-as-girl-dies-of-diphtheria-at-pims,,"A recent outbreak of diphtheria has highlighted a deepening immunization crisis. The disease, which is preventable through vaccination, is resurfacing due to low immunization coverage and issues within provincial vaccination programs. The situation has raised concerns about the country's immunization failures, including the rising number of children who have not received any vaccinations. Experts attribute the problem to mismanagement, corruption, and a lack of reliable data. International organizations have also expressed concern. The Ministry of Health is urging parents to ensure their children are fully vaccinated. The resurgence of diphtheria underscores the consequences of a broken immunization system. "
8726078,30.92,34.87,Measles,"Tel Aviv, Tel Aviv District, Israel",Israel,7/27/2025,0,https://www.jns.org/two-israeli-toddlers-connected-to-life-support-machines/,,"Two young children in Israel, hospitalized with measles, are currently reliant on life support. A doctor is urging parents to vaccinate their children due to the rapid spread and severity of the disease, which can lead to serious complications. Health authorities initiated an emergency vaccination campaign in response to the outbreak. "
8726054,35.89,14.44,Hepatitis A,"Valletta, Malta",Malta,7/26/2025,0,https://timesofmalta.com/article/three-prisoners-hospitalised-testing-positive-hepatitis-a.1113704,,"Three inmates at a correctional facility were hospitalized after testing positive for Hepatitis A. The government stated the situation is under control and not an outbreak. Investigations are underway to determine the source of the infections. To prevent further spread, inmates and staff in the affected division will receive the Hepatitis A vaccine. "
8726075,43.71,-79.41,Hepatitis A,"Toronto, Ontario, Canada",Canada,7/26/2025,0,https://infopetitenation.ca/hepatitis-a-outbreak-linked-to-earls-kitchen-what-you-need-to-know/,,"A hepatitis A outbreak linked to a restaurant chain has prompted health concerns across Canada. The outbreak is believed to be connected to contaminated food products, leading to recommendations for restaurants to review their food safety practices. Health officials are emphasizing the importance of awareness and recommending vaccination for those potentially exposed. The affected restaurant chain has taken steps to address the situation, and both the public and food establishments are encouraged to be vigilant to prevent further spread. "
8726135,-29,25.09,Diphtheria,"Johannesburg, Gauteng, South Africa",South Africa,7/25/2025,65,https://www.nicd.ac.za/diphtheria-situational-report-week-29-of-2025/,,"This report provides an overview of the diphtheria situation. It highlights the clinical presentation of respiratory diphtheria, which includes symptoms like sore throat and a characteristic membrane in the upper respiratory tract. The report also outlines the recommended patient management, emphasizing the use of antibiotics and diphtheria antitoxin (DAT) for treatment, as well as supportive care. "
8726023,-16.71,-64.67,Measles,"La Paz, Bolivia, Bolivia",Bolivia,7/25/2025,0,https://lapatria.bo/2025/07/20/ante-ampliacion-de-las-vacaciones-educacion-anuncia-ajustes-al-calendario-escolar/,,"Bolivian health officials are concerned about an increase in measles cases, particularly within communities with low vaccination rates. The government is planning more aggressive vaccination campaigns targeting children aged 1 to 14, focusing on those who are not vaccinated or have not completed their required doses. Authorities emphasize the importance of vaccination and recognize the potential for the virus to spread due to travel. "
8726060,45.12,-63.06,Measles,"Nova Scotia, Canada",Canada,7/25/2025,0,https://www.rmoutlook.com/health/two-of-the-four-atlantic-provinces-have-measles-outbreaks-10992312,,"Two Atlantic provinces are currently experiencing measles outbreaks. One province has an outbreak in its northern zone, while the other has an outbreak in its south-central region. Another province reported a few cases earlier in the year, while the fourth province has not reported any cases this year. The outbreak in one province is linked to areas with low vaccination rates. "
8726080,34.05,-118.24,Measles,"Los Angeles, California, United States",United States,7/25/2025,0,https://abc7.com/post/measles-case-confirmed-traveler-passed-lax-county-health-officials-say/17293803/,,"A traveler who passed through Los Angeles International Airport has been confirmed to have measles. Public health officials are warning that people who were at the airport or a nearby hotel during specific times may have been exposed and should monitor themselves for symptoms. Measles is a highly contagious respiratory illness, and the best protection is vaccination. "
8726017,43.71,-79.41,Hepatitis A,"Toronto, Ontario, Canada",Canada,7/24/2025,0,https://www.ctvnews.ca/toronto/local/article/toronto-health-officials-warn-of-possible-hepatitis-a-exposure-at-downtown-restaurant/,,"Toronto Public Health is alerting the public about a potential hepatitis A exposure at a downtown restaurant due to an infected employee. Individuals who dined at the restaurant on specific dates and times may have been exposed and are advised to get vaccinated promptly. The health unit also recommends monitoring for symptoms and practicing good hygiene. Hepatitis A, which can cause a liver infection, is transmitted through various means and can cause a range of symptoms. Vaccination is highly effective in preventing the illness. Free vaccination clinics are being offered. "
8726001,39.97,-97.56,Measles,"Washington, District of Columbia, United States",United States,7/23/2025,1319,https://www.cdc.gov/measles/data-research/index.html,,"In 2025, a significant number of measles cases have been confirmed across multiple jurisdictions, with a large percentage linked to outbreaks. The majority of cases involve individuals who are unvaccinated or whose vaccination status is unknown. A portion of the confirmed cases have required hospitalization, and there have been reported deaths. "
8726103,46.92,-117.48,Whooping Cough,"Whitman County, Washington, United States",United States,7/23/2025,9,https://www.wyff4.com/article/north-carolina-haywood-county-whooping-cough-cases/65490478,,"In North Carolina and Washington, health officials are addressing the rise of whooping cough cases. In North Carolina, officials are monitoring the situation and providing updates. In Washington, a health advisory has been issued, and investigations are underway. Whooping cough is a contagious respiratory illness that can cause severe coughing and complications. Vaccination is highlighted as the most effective preventative measure."
8726018,-10.5,-48,Measles,"Tocantins, Tocantins, Brazil",Brazil,7/23/2025,0,https://g1.globo.com/to/tocantins/noticia/2025/07/23/mais-quatro-pessoas-nao-vacinadas-sao-diagnosticadas-com-sarampo-no-tocantins-diz-ses.ghtml,,"In Tocantins, Brazil, four unvaccinated individuals have been diagnosed with measles, bringing the total number of confirmed cases in July 2025 to six. These new cases are linked to the initial two cases in the same city. The patients are receiving home care. Health officials are on-site to provide support and guidance on isolation and vaccination. "
8726105,-10.5,-48,Measles,"Tocantins, Tocantins, Brazil",Brazil,7/23/2025,0,https://g1.globo.com/to/tocantins/noticia/2025/07/23/mais-quatro-pessoas-nao-vacinadas-sao-diagnosticadas-com-sarampo-no-tocantins-diz-ses.ghtml,,"In Tocantins, four unvaccinated individuals have been diagnosed with measles, bringing the total number of cases in the city to six. The newly confirmed cases exhibited common symptoms of the disease and had contact with previously diagnosed individuals. Health officials are providing support, including guidance on isolation and vaccination, and additional personnel have been deployed to the municipality. "
8725950,47.19,28.47,Measles,"Chisinau, Chisinau, Moldova",Moldova,7/22/2025,172,https://moldovainform.md/ru/news/20250721/69400.html,,"The city of Chisinau is experiencing a concerning rise in measles cases. The situation is considered alarming, with new cases confirmed in unvaccinated children. The majority of cases in the country have been recorded in Chisinau. "
8725941,26,93.01,Hepatitis A,"Assam, Assam, India",India,7/22/2025,0,https://eastmojo.com/news/2025/07/22/rare-zoonotic-infection-detected-in-human-samples-for-first-time-in-northeast/,,"A rare zoonotic infection, _Leptospira wolffii_, was detected in human samples for the first time in northeast India following an outbreak of unknown fever and jaundice. The outbreak, which occurred in several villages, also involved co-infections with another virus, complicating the clinical outcomes. The study highlights the pathogenic potential of _L. wolffii_ and suggests its introduction into the region through cross-border transmission. The disease is waterborne and typically transmitted through contact with infected animal urine or contaminated environments. Health authorities were advised to implement control measures, including safe drinking water and prophylactic antibiotic therapy. The outbreak underscores the vulnerability of flood-prone regions to waterborne and zoonotic diseases, emphasizing the need for proactive detection and response systems. "
8725945,-16.71,-64.67,Measles,"La Paz, Bolivia, Bolivia",Bolivia,7/22/2025,0,https://www.eldiario.net/portal/2025/07/22/inician-vacunacion-contra-el-sarampion-en-siete-recintos-penitenciarios-de-cochabamba/,,"The Departmental Health Service (Sedes) and the Penitentiary Regime have begun a measles vaccination campaign in seven penitentiary centers in Cochabamba. The vaccination campaign aims to prevent outbreaks of the disease among the prison population, including children under six years old. Health brigades will visit the penitentiary centers to administer the vaccines. The vaccination is part of a broader strategy to contain the measles outbreak, which can cause serious complications. "
8725918,55.43,-101.87,Measles,Canada,Canada,7/21/2025,3977,https://health-infobase.canada.ca/measles-rubella/,,This report provides a weekly update on measles and rubella in Canada. It highlights the number of new measles cases reported in the most recent week and the total number of cases reported in 2025. The report also notes that individuals traveling outside of Canada should consult travel health notices for information on outbreaks in other countries.
8725917,55.43,-101.87,Measles,Canada,Canada,7/21/2025,3500,https://www.jornada.com.mx/noticia/2025/07/20/mundo/brote-de-sarampion-en-canada-reaviva-tensiones-sobre-vacunas-reportan-3-mil-500-casos,,"A measles outbreak in Canada has reignited tensions surrounding vaccinations. Despite the disease being officially eradicated in 1998, the country is now experiencing a significant number of cases, with experts pointing to unvaccinated groups as a major contributing factor. The situation has highlighted divisions within communities, particularly among those with religious objections to vaccines. Healthcare professionals are working to address the outbreak, including efforts to persuade religious leaders of the importance of vaccination. The low vaccination rates among children have created conditions for the resurgence of the disease. "
8725914,18.52,73.86,Hepatitis A,"Pune, Maharashtra, India",India,7/21/2025,0,https://www.thehealthsite.com/news/hepatitis-a-cases-surge-in-maharashtra-with-the-onset-of-monsoon-cases-double-this-year-in-pune-1242095/,,"Hepatitis A infections have increased in a city, with a concerning rise in severity compared to previous years. The increase is linked to monsoon season, which may be causing water contamination. The infection is primarily spread through contaminated food or water. Prevention strategies include vaccination, practicing good hygiene, and being cautious with food and water. "
8725947,15.91,47.6,Measles,"Sanaa, Sanaa, Yemen",Yemen,7/20/2025,1400,https://share.google/cm10BUTmeVW3VvlZ2,,"Measles is a growing health concern in Yemen's Dhamar governorate due to limited access to vaccinations and healthcare. Médecins Sans Frontières (MSF) is working with the Ministry of Health to treat patients and contain the outbreak. MSF's response includes mobile clinics, patient transport, and care at a hospital isolation ward. The ongoing conflict has worsened the situation, making people more vulnerable to preventable diseases. "
8725900,1.28,32.39,Hepatitis B,"Kampala, Central Region, Uganda",Uganda,7/20/2025,0,https://allafrica.com/stories/202507210028.html,,"Uganda plans to use a donated hepatitis B vaccine to immunize newborns. The vaccination campaign, starting in August, seeks to prevent new infections. The Ministry of Health emphasizes the importance of vaccinating newborns within 24 hours of birth. The country faces funding challenges in its fight against hepatitis B. "
8725880,19.56,75.88,Hepatitis A,"Mumbai, Maharashtra, India",India,7/20/2025,0,https://www.financialexpress.com/business/healthcare-hepatitis-a-cases-double-in-pune-know-silent-symptoms-and-whos-most-at-risk-3920906/,,"Hepatitis A cases are increasing in Pune, with a concerning rise in the severity of infections. The increase is linked to water contamination, particularly during the monsoon season due to issues like water logging and pipe leakages. While typically mild, this year's cases are presenting with more severe symptoms, sometimes requiring hospitalization. Experts attribute the rise to factors like aging infrastructure and climate change, which contribute to contaminated water supplies. The infection can be serious for certain individuals, but it is preventable through vaccination. "
8725865,36.1,138.48,Whooping Cough,"Tokyo, Tokyo, Japan",Japan,7/19/2025,43000,https://focustaiwan.tw/society/202507190011,,"Taiwan's CDC is advising families traveling to Japan with children to ensure their whooping cough vaccinations are up-to-date due to a recent surge in cases there. The CDC attributes the rise in cases to increased indoor time and social activity. They recommend boosters for unvaccinated teens, especially those in close contact with infants or pregnant women. Whooping cough is a highly contagious respiratory infection with cold-like symptoms that can develop into severe coughing."
8725883,9.59,8.11,Diphtheria,"Abuja, Federal Capital Territory, Nigeria",Nigeria,7/18/2025,0,https://solacebase.com/diphtheria-outbreak-devastates-northern-nigeria/,,"A severe diphtheria outbreak is devastating several states in northern Nigeria. The disease, caused by a bacterial infection, is causing significant illness and death. The outbreak is exacerbated by poor sanitation, limited access to basic sanitary facilities, and chronic underinvestment in healthcare. Public health experts emphasize the importance of hygiene and immunization in preventing the spread of the disease. Without urgent interventions, including increased funding and improved infrastructure, similar outbreaks may continue to occur. "
8725776,41.47,74.56,Measles,"Bishkek, Kyrgyzstan",Kyrgyzstan,7/16/2025,8752,https://eadaily.com/ru/news/2025/07/16/v-kirgizii-za-polgoda-ot-kori-umerli-10-detey?utm_source=yxnews&utm_medium=desktop&utm_referrer=https,,"In Kyrgyzstan, there have been fatalities among children due to measles within the first half of the year. The deceased children were not vaccinated. The majority of cases were reported in Bishkek. "
8725833,32.73,-89.74,Whooping Cough,"Jackson, Mississippi, United States",United States,7/16/2025,80,https://www.wapt.com/article/mississippi-health-officials-warn-of-rising-pertussis-cases/65425196,,"Health officials in Mississippi and North Carolina are alerting the public about a rise in pertussis cases, also known as whooping cough. The highly contagious respiratory disease causes severe coughing and is particularly dangerous for infants and young children. Officials are emphasizing the importance of vaccination as the most effective way to prevent the illness and reduce its severity. They also recommend practicing good hygiene and staying home when sick to limit the spread of the disease."
8726146,-12.3,17.54,Polio,"Luanda, Luanda Province, Angola",Angola,7/16/2025,9,https://polioeradication.org/about-polio/polio-this-week/,,This report provides updates on circulating vaccine-derived poliovirus type 2 (cVDPV2) cases in Angola. It includes information on new cases and environmental samples.
8725894,46.84,103.08,Measles,"Ulaanbaatar, Ulaanbaatar, Mongolia",Mongolia,7/15/2025,12400,https://www.tsahimnews.mn/a/1082,,"Measles has resulted in eight deaths. A total of 12,400 cases have been confirmed, with the majority of patients having recovered. A small number of individuals are still undergoing treatment or being monitored. "
8725773,39.97,-97.56,Hepatitis B,"Washington, District of Columbia, United States",United States,7/15/2025,0,https://atlasidp.com/screening-study-for-hepatitis-b-shows-nearly-1-3-also-has-hepatitis-d/,,A study examining hepatitis B and hepatitis D prevalence found a significant co-occurrence of both viruses. The study highlights the importance of follow-up testing for hepatitis D in individuals with hepatitis B to identify active infections. The findings underscore the need for updated screening guidelines and early identification of hepatitis D to improve patient outcomes.
8725862,6.06,47.86,Hepatitis B,"Mogadishu, Banaadir, Somalia",Somalia,7/15/2025,0,https://www.bbc.com/somali/articles/cgk3p53nremo,,"The Somali government has expressed concern over the rising rate of hepatitis in the country, emphasizing the need for increased testing and data collection. The Health Minister highlighted the importance of a unified digital system for data submission from both public and private institutions. The article explains that hepatitis is a viral infection of the liver, with several types and modes of transmission. It also discusses preventative measures, such as vaccination and screening, and notes the global efforts to eliminate hepatitis by 2030. "
8725745,55.15,-115,Measles,"Alberta, Alberta, Canada",Canada,7/14/2025,1314,https://www.cbc.ca/news/canada/calgary/alberta-s-measles-outbreaks-surpass-case-counts-reported-for-entire-u-s-1.7584490,,"Alberta is experiencing measles outbreaks that have surpassed the number of cases reported in the entire United States. Experts express concern about the rapid spread and potential for serious complications, particularly among vulnerable groups. They emphasize the need for increased vaccination efforts, including mass clinics and targeted campaigns, as well as improved public health messaging. The government is defending its response, citing expanded vaccination clinics and public health guidance, while acknowledging the need to address the ongoing situation. "
8725832,10.33,7.75,Diphtheria,"Kaduna, Kaduna State, Nigeria",Nigeria,7/14/2025,5,https://www.msn.com/en-xl/africa/nigeria/4-die-5-infected-in-suspected-diphtheria-outbreak-in-kaduna/ar-AA1IxYf5,,"A suspected diphtheria outbreak is occurring in Zaria, Kaduna State. Residents report the rapid spread of the disease, with several children exhibiting symptoms. The Executive Secretary of the Kaduna State Primary Healthcare Board confirmed the state has been dealing with diphtheria outbreaks and will send a response team. "
8725732,36.1,138.48,Whooping Cough,"Tokyo, Tokyo, Japan",Japan,7/14/2025,0,https://udn.com/news/story/7266/8870433,,"A whooping cough epidemic in Japan is currently at its peak, with a significant increase in cases compared to the previous year. While adults and older children typically experience mild symptoms, infants under six months old are at risk of severe complications, including death. Travelers to Japan, especially those with infants, should be aware of the disease's symptoms, transmission, and incubation period."
